2098640000000,-0.02751,-0.13901,0.00544,0.99574,0.07021,0.05474,0.02380,-0.04737,-0.42883,-0.01850,
2098870000000,-0.03073,-0.29104,-0.00083,0.99501,0.07657,0.05689,0.02919,-0.05441,-0.81739,-0.01289,
2099120000000,-0.03325,-0.56247,-0.00365,0.99631,0.05686,0.05592,0.03164,-0.05554,-1.21077,-0.01629,
2099370000000,-0.04668,-0.89659,-0.01054,0.99783,0.00646,0.05947,0.02755,-0.07738,-1.37342,-0.03675,
2099700000000,-0.05324,-1.37115,-0.02168,0.99611,-0.06125,0.06290,0.00705,-0.07117,-1.22014,-0.04324,
2099920000000,-0.04324,-1.64705,-0.02646,0.99451,-0.08349,0.06219,-0.01059,-0.04573,-0.92541,-0.03253,
2100150000000,-0.04791,-1.82420,-0.03209,0.99453,-0.08445,0.05650,-0.02435,-0.05423,-0.53220,-0.02768,
2100400000000,-0.02713,-1.95413,-0.03377,0.99594,-0.06322,0.05575,-0.03164,-0.05356,-0.18605,-0.02985,
2100660000000,-0.03434,-1.97291,-0.04040,0.99735,-0.03434,0.05838,-0.02640,-0.06574,0.05014,-0.03165,
2100940000000,-0.01539,-1.95371,-0.03274,0.99794,-0.01436,0.06122,-0.01250,-0.06042,0.15250,-0.02871,
2101190000000,-0.01380,-1.93484,-0.01101,0.99792,-0.00403,0.06433,-0.00036,-0.04595,0.13219,-0.01234,
2101440000000,-0.01838,-1.92628,0.00054,0.99790,-0.00400,0.06416,0.00773,-0.03401,0.08790,-0.00576,
2101710000000,-0.02320,-1.93375,0.00740,0.99795,-0.00523,0.06312,0.00961,-0.01871,0.04198,0.00568,
2102000000000,-0.01151,-1.95156,0.01026,0.99797,-0.00630,0.06310,0.00587,-0.00375,-0.00857,0.00347,
2102240000000,0.00180,-1.97076,0.00557,0.99795,-0.00708,0.06351,0.00140,0.00713,-0.03047,-0.01131,
2102470000000,0.00476,-1.98305,0.00356,0.99794,-0.00772,0.06371,-0.00180,0.01713,-0.02526,-0.00995,
2102710000000,0.00788,-1.98711,0.00416,0.99811,-0.00826,0.06085,-0.00318,0.01797,-0.01956,0.00031,
2102940000000,0.01028,-1.99375,0.00076,0.99800,-0.00877,0.06257,-0.00306,-0.00193,-0.00833,-0.01730,
2103180000000,0.00950,-1.99476,0.00034,0.99778,-0.00885,0.06602,-0.00208,0.01528,0.00033,0.00473,
2103410000000,0.01111,-1.99448,0.00016,0.99814,-0.00889,0.06034,-0.00066,0.00490,0.00531,-0.01418,
2103660000000,0.01088,-1.99533,-0.00086,0.99800,-0.00856,0.06259,0.00032,-0.00207,0.00517,-0.00330,
2103900000000,0.01041,-1.99546,0.00110,0.99810,-0.00840,0.06100,0.00060,-0.00362,0.00439,-0.00037,
2104100000000,0.01078,-1.99299,0.00028,0.99791,-0.00835,0.06412,0.00038,-0.01105,0.00108,-0.00835,
2104360000000,0.01021,-1.99419,0.00171,0.99798,-0.00842,0.06303,-0.00009,0.00295,-0.00003,0.00321,
2104620000000,0.00967,-1.99418,-0.00024,0.99787,-0.00856,0.06473,-0.00033,-0.00590,-0.00207,-0.01787,
2104860000000,0.00968,-1.99572,0.00189,0.99809,-0.00886,0.06116,-0.00041,0.00666,-0.00129,0.00528,
2105110000000,0.01009,-1.99462,0.00119,0.99804,-0.00899,0.06190,-0.00039,-0.00586,0.00198,-0.00642,
2105370000000,0.00974,-1.99475,0.00001,0.99800,-0.00889,0.06256,-0.00041,-0.00683,0.00357,-0.01390,
2105620000000,0.00926,-1.99477,0.00172,0.99798,-0.00881,0.06285,-0.00033,0.00711,0.00255,0.00556,
2105850000000,0.00801,-1.99755,0.00144,0.99800,-0.00881,0.06264,-0.00025,-0.00610,0.00203,-0.01150,
2106080000000,0.00982,-2.02174,0.00118,0.99803,-0.00872,0.06217,-0.00011,-0.00331,0.00035,-0.00186,
2106330000000,0.00872,-1.99383,0.00243,0.99780,-0.00881,0.06566,-0.00003,0.00159,-0.00189,-0.00090,
2106570000000,0.00903,-1.99859,0.00349,0.99825,-0.00876,0.05848,0.00006,-0.00373,0.00027,-0.00333,
2106800000000,0.00828,-1.99705,0.00256,0.99804,-0.00892,0.06189,0.00004,-0.01152,-0.00088,-0.00755,
2107030000000,0.00720,-1.99762,0.00281,0.99796,-0.00881,0.06329,-0.00010,-0.00858,-0.00069,-0.00385,
2107260000000,0.00807,-1.99519,0.00317,0.99795,-0.00880,0.06343,-0.00030,-0.00294,-0.00250,-0.00542,
2107520000000,0.00767,-1.99556,0.00324,0.99782,-0.00893,0.06537,-0.00040,0.00498,-0.00267,0.00123,
2107760000000,0.00713,-1.99902,0.00180,0.99792,-0.00912,0.06383,-0.00017,0.00321,0.00063,-0.02283,
2107990000000,0.01005,-1.99567,0.00328,0.99789,-0.00912,0.06425,0.00003,0.01759,0.00274,0.01396,
